date,Volume,Open,High,Low,Close,ATR,Top,Btm,Buy,Sell,ODR,Trend,WM,Band,last_pivot,Worth,CC
2020-11-21 07:00:00,319830.71,85.36,85.67,84.94,85.67,0.730000000000004,False,True,False,False,False,-1.0,0.0,0.0,85.67,85.67,0.022061398389167763
2020-11-21 08:00:00,794182.05,85.67,88.12,86.15,87.56,1.5900000000000034,False,False,True,False,False,1.0,87.56,6.0,85.67,85.447258,0.022061398389167763
2020-11-21 09:00:00,626434.4,87.56,87.49,86.61,86.82,1.3766666666666698,False,False,False,False,False,2.0,86.82,1.0,85.67,84.7251135171311,-0.00845134764732769
2020-11-21 10:00:00,327958.16,86.82,87.03,86.4,86.7,1.1900000000000013,False,False,False,False,False,2.0,86.7,1.0,85.67,84.60800900639562,-0.0013821700069107656
2020-11-21 11:00:00,316902.83,86.7,86.58,85.6,85.75,1.1720000000000028,False,False,False,False,False,2.0,85.75,1.0,85.67,83.68093162973962,-0.010957324106113053
2020-11-21 12:00:00,440766.92,85.75,88.43,86.23,88.43,1.4233333333333367,False,False,False,False,False,1.0,88.43,6.0,85.67,86.29626570283236,0.03125364431486899
2020-11-21 13:00:00,514504.07,88.43,89.71,88.62,88.62,1.402857142857144,False,False,False,False,False,1.0,88.62,6.0,85.67,86.48168117816356,0.0021485921067510017
2020-11-21 14:00:00,595830.97,88.62,90.3,88.3,90.28,1.477500000000001,False,False,False,False,False,1.0,90.28,6.0,85.67,88.10162691000457,0.01873166328142628
2020-11-21 15:00:00,1114658.71,90.27999999999999,91.79,90.55,91.72,1.4811111111111126,False,False,False,False,False,1.0,91.72,6.0,85.67,89.50688103883053,0.015950376606114203
2020-11-21 16:00:00,1084074.61,91.72,92.38,90.31,90.5,1.5400000000000005,False,False,False,False,False,2.0,90.5,1.0,85.67,88.31631851301965,-0.013301351940689043
2020-11-21 17:00:00,718612.5,90.5,91.05000000000001,89.36,90.28,1.5536363636363653,False,False,False,False,False,2.0,90.28,1.0,85.67,88.10162691000457,-0.0024309392265193797
2020-11-21 18:00:00,461771.17,90.28000000000002,91.17,90.01000000000002,91.14,1.5208333333333333,False,False,False,False,False,1.0,91.14,6.0,85.67,88.94087590360895,0.009525919361984991
2020-11-21 19:00:00,578545.53,91.24,94.25999999999999,90.04,91.21,1.7284615384615374,False,False,False,False,False,1.0,91.21,6.0,85.67,89.00918686820467,0.0007680491551458335
2020-11-21 20:00:00,326260.29,90.99000000000001,90.88,90.15,90.77,1.6807142857142838,False,False,False,False,False,1.0,91.21,3.0,85.67,88.57980366217451,-0.0048240324525818945
2020-11-21 21:00:00,406959.61,90.77,91.77,90.65,91.75,1.6433333333333309,False,False,False,False,False,1.0,91.75,6.0,85.67,89.5361571665144,0.010796518673570565
2020-11-21 22:00:00,598650.08,91.75000000000001,91.72,90.47000000000001,91.61,1.6206249999999969,False,False,False,False,False,1.0,91.75,5.0,85.67,89.39953523732298,-0.0015258855585831288
2020-11-21 23:00:00,846458.22,91.60999999999999,94.53,91.84,94.42,1.6970588235294088,True,False,False,False,False,1.0,94.42,6.0,94.42,92.14173253037917,0.03067350725903295
2020-11-22 00:00:00,1717927.06,94.42,94.43999999999998,90.67,91.06,1.8122222222222186,False,False,False,True,False,2.0,91.06,1.0,94.42,88.63176293358785,-0.035585680999788205
2020-11-22 01:00:00,1162069.49,91.06,91.2,88.78,89.26,1.844210526315786,False,False,False,False,False,2.0,89.26,1.0,94.42,88.63176293358785,-0.019767186470459053
2020-11-22 02:00:00,424170.29,89.26,91.67,89.87,91.61,1.8724999999999965,False,False,False,False,False,1.0,91.61,6.0,94.42,88.63176293358785,0.026327582343715017
2020-11-22 03:00:00,461750.63,91.61,91.73,90.69000000000001,91.73,1.8308749999999963,False,False,False,False,False,1.0,91.73,6.0,94.42,88.63176293358785,0.001309900665866115
2020-11-22 04:00:00,293748.79,91.81,92.95000000000002,91.01,91.97,1.836331249999997,False,False,False,False,False,1.0,91.97,6.0,94.42,88.63176293358785,0.0026163741415021757
2020-11-22 05:00:00,250296.54,91.86000000000001,91.48,89.71,89.72,1.8575146874999975,False,False,False,False,False,2.0,89.72,1.0,94.42,88.63176293358785,-0.024464499293247788
2020-11-22 06:00:00,269758.66,89.72,89.8,88.75,89.65,1.8171389531249975,False,False,False,False,False,2.0,89.65,1.0,94.42,88.63176293358785,-0.0007802050824787798
2020-11-22 07:00:00,384230.27,89.65,90.06,88.76,90.0,1.7912820054687475,False,False,False,False,False,2.0,89.65,3.0,94.42,88.63176293358785,0.003904071388733943
2020-11-22 08:00:00,468323.78,90.0,88.96,87.94,88.33,1.8047179051953102,False,False,False,False,False,2.0,88.33,1.0,94.42,88.63176293358785,-0.018555555555555547
2020-11-22 09:00:00,401247.34,88.33,91.19,89.01,91.12,1.8574820099355447,False,False,False,False,False,1.0,91.12,6.0,94.42,88.63176293358785,0.03158609758858821
