date,Volume,Open,High,Low,Close,ATR,Top,Btm,Buy,Sell,ODR,Trend,WM,Band,last_pivot,Worth,CC
2020-11-21 07:00:00,1052616.2,121.48,122.26,121.55,122.24,0.710000000000008,False,False,False,False,False,-1.0,0.0,0.0,122.24,122.24,0.010634816753926746
2020-11-21 08:00:00,1490191.17,122.24,123.71,122.84,123.54,1.0900000000000034,False,False,False,False,False,-1.0,0.0,0.0,122.24,122.24,0.010634816753926746
2020-11-21 09:00:00,1400378.89,123.54,122.82,122.26,122.61,1.153333333333336,False,False,False,False,False,-1.0,0.0,0.0,122.24,122.24,-0.007527926177756217
2020-11-21 10:00:00,967820.53,122.61,122.5,121.66,122.24,1.1025000000000027,False,False,False,False,False,-1.0,0.0,0.0,122.24,122.24,-0.0030176983932795887
2020-11-21 11:00:00,603835.09,122.24,122.09,121.52000000000001,121.66,1.0259999999999991,False,False,False,False,False,-1.0,0.0,0.0,122.24,122.24,-0.004744764397905721
2020-11-21 12:00:00,1749827.39,121.66,123.67,122.35,123.6,1.1900000000000002,False,False,False,False,False,-1.0,0.0,0.0,122.24,122.24,0.015946079237218358
2020-11-21 13:00:00,2253115.9,123.6,125.05,124.09,124.3,1.2271428571428575,False,False,False,False,False,-1.0,0.0,0.0,122.24,122.24,0.005663430420711935
2020-11-21 14:00:00,2126598.99,124.3,126.84,123.88,126.84,1.4437500000000014,False,False,False,False,False,-1.0,0.0,0.0,122.24,122.24,0.020434432823813298
2020-11-21 15:00:00,1419323.22,126.84,128.05,126.9,127.54,1.41777777777778,False,False,False,False,False,-1.0,0.0,0.0,122.24,122.24,0.0055187637969094094
2020-11-21 16:00:00,1364649.81,127.54000000000002,128.59,126.87,128.54,1.4480000000000017,True,False,False,False,False,-1.0,0.0,0.0,128.54,122.24,0.007840677434530319
2020-11-21 17:00:00,1049782.32,128.54,128.86,126.7,127.6,1.5127272727272754,False,False,False,True,False,2.0,127.6,1.0,128.54,122.24,-0.007312898708573212
